[109,]  9.921160 49.89726
[110,]  9.927040 49.89356
[111,]  9.927291 49.88609
[112,]  9.921538 49.88606
[113,]  9.904148 49.88969
[114,]  9.892650 49.88963
[115,]  9.892780 49.88590
[116,]  9.887030 49.88586
[117,]  9.881150 49.88956
[118,]  9.846639 49.88937
[119,]  9.841039 49.88561
[120,]  9.835150 49.88931
[121,]  9.835569 49.87811
[122,]  9.841600 49.87067
[123,]  9.835859 49.87064
[124,]  9.830259 49.86687
[125,]  9.824509 49.86684
[126,]  9.824370 49.87058
[127,]  9.812589 49.87798
[128,]  9.806841 49.87795
[129,]  9.801250 49.87419
[130,]  9.778279 49.87407
[131,]  9.778429 49.87033
[132,]  9.772841 49.86657
[133,]  9.767099 49.86654
[134,]  9.761511 49.86278
[135,]  9.755779 49.86275
[136,]  9.756080 49.85528
[137,]  9.750810 49.84405
[138,]  9.745240 49.84029
[139,]  9.750970 49.84032
[140,]  9.739820 49.83280
[141,]  9.739659 49.83652
[142,]  9.734079 49.83277
[143,]  9.734239 49.82903
[144,]  9.722770 49.82898
[145,]  9.705260 49.83636
[146,]  9.693960 49.83257
[147,]  9.688239 49.83254
[148,]  9.676957 49.82874
[149,]  9.677240 49.82128
[150,]  9.683109 49.81758
[151,]  9.683410 49.81011
[152,]  9.666669 49.79882
[153,]  9.655121 49.80249
[154,]  9.655659 49.78756
[155,]  9.638989 49.78369
[156,]  9.633419 49.78364
[157,]  9.627999 49.77986
[158,]  9.616859 49.77976
[159,]  9.600310 49.77587
[160,]  9.583599 49.77572
[161,]  9.583440 49.77944
[162,]  9.572279 49.77935
[163,]  9.566850 49.77558
[164,]  9.567600 49.75695
[165,]  9.573489 49.74954
[166,]  9.579239 49.74586
[167,]  9.573779 49.74210
[168,]  9.562570 49.74202
[169,]  9.561989 49.75691
[170,]  9.550479 49.76429
[171,]  9.544861 49.76426
[172,]  9.533771 49.76047
[173,]  9.533889 49.75675
[174,]  9.528260 49.75674
[175,]  9.516720 49.76411
[176,]  9.516449 49.77155
[177,]  9.521949 49.77530
[178,]  9.521810 49.77902
[179,]  9.510280 49.78640
[180,]  9.487730 49.78630
[181,]  9.487860 49.78258
[182,]  9.482340 49.77885
[183,]  9.476929 49.77140
[184,]  9.476560 49.78254
[185,]  9.482080 49.78628
[186,]  9.476309 49.78997
[187,]  9.481702 49.79743
[188,]  9.475799 49.80484
[189,]  9.470160 49.80481
[190,]  9.458618 49.81220
[191,]  9.458370 49.81964
[192,]  9.463879 49.82337
[193,]  9.463630 49.83081
[194,]  9.452230 49.83447
[195,]  9.446329 49.84188
[196,]  9.440579 49.84557
[197,]  9.446079 49.84931
[198,]  9.451710 49.84933
[199,]  9.474759 49.83458
[200,]  9.486009 49.83464
[201,]  9.485879 49.83836
[202,]  9.480250 49.83833
[203,]  9.468870 49.84199
[204,]  9.463111 49.84568
[205,]  9.457080 49.85680
[206,]  9.451188 49.86421
[207,]  9.451049 49.86793
[208,]  9.445299 49.87161
[209,]  9.445039 49.87905
[210,]  9.439401 49.87901
[211,]  9.444900 49.88277
[212,]  9.444629 49.89021
[213,]  9.438740 49.89761
[214,]  9.438330 49.90877
[215,]  9.432440 49.91618
[216,]  9.443649 49.91626
[217,]  9.454710 49.92006
[218,]  9.460150 49.92384
[219,]  9.471491 49.92020
[220,]  9.477079 49.92024
[221,]  9.476920 49.92398
[222,]  9.471329 49.92393
[223,]  9.476760 49.92771
[224,]  9.476439 49.93517
[225,]  9.487260 49.94274
[226,]  9.481690 49.94269
[227,]  9.481519 49.94642
[228,]  9.459200 49.94620
[229,]  9.459040 49.94993
[230,]  9.453299 49.95361
[231,]  9.447389 49.96103
[232,]  9.452460 49.97227
[233,]  9.452280 49.97600
[234,]  9.446550 49.97968
[235,]  9.440440 49.99082
[236,]  9.418159 49.99060
[237,]  9.417811 49.99806
[238,]  9.423201 50.00185
[239,]  9.422838 50.00932
[240,]  9.428228 50.01311
[241,]  9.439369 50.01322
[242,]  9.439189 50.01696
[243,]  9.444759 50.01702
[244,]  9.427859 50.02058
[245,]  9.422480 50.01678
[246,]  9.410971 50.02414
[247,]  9.410599 50.03161
[248,]  9.421940 50.02799
[249,]  9.427308 50.03178
[250,]  9.416170 50.03167
[251,]  9.410419 50.03535
[252,]  9.404468 50.04276
[253,]  9.404279 50.04650
[254,]  9.392770 50.05385
[255,]  9.403311 50.06517
[256,]  9.403110 50.06891
[257,]  9.408689 50.06897
[258,]  9.414449 50.06529
[259,]  9.420019 50.06535
[260,]  9.408291 50.07644
[261,]  9.408090 50.08018
[262,]  9.402520 50.08012
[263,]  9.402319 50.08386
[264,]  9.413268 50.08771
[265,]  9.419237 50.08029
[266,]  9.424819 50.08035
[267,]  9.430200 50.08415
[268,]  9.441370 50.08426
[269,]  9.446760 50.08805
[270,]  9.469130 50.08829
[271,]  9.474540 50.09206
[272,]  9.485749 50.09218
[273,]  9.485569 50.09592
[274,]  9.491349 50.09224
[275,]  9.502569 50.09235
[276,]  9.502389 50.09608
[277,]  9.513799 50.09245
[278,]  9.519419 50.09251
[279,]  9.519059 50.09998
[280,]  9.524490 50.10377
[281,]  9.524119 50.11124
[282,]  9.511729 50.13355
[283,]  9.510950 50.14850
[284,]  9.522220 50.14860
[285,]  9.532930 50.15993
[286,]  9.532540 50.16739
[287,]  9.509958 50.16718
[288,]  9.509760 50.17092
[289,]  9.503919 50.17460
[290,]  9.502900 50.19329
[291,]  9.519838 50.19344
[292,]  9.519629 50.19718
[293,]  9.507909 50.20455
[294,]  9.507691 50.20829
[295,]  9.501840 50.21198
[296,]  9.507490 50.21203
[297,]  9.501409 50.21945
[298,]  9.501188 50.22319
[299,]  9.495331 50.22688
[300,]  9.500751 50.23067
[301,]  9.500090 50.24188
[302,]  9.505749 50.24193
[303,]  9.511850 50.23451
[304,]  9.517520 50.23456
[305,]  9.523398 50.23087
[306,]  9.528859 50.23466
[307,]  9.534530 50.23471
[308,]  9.540419 50.23102
[309,]  9.540838 50.22354
[310,]  9.546509 50.22359
[311,]  9.551990 50.22738
[312,]  9.563358 50.22749
[313,]  9.568858 50.23126
[314,]  9.574540 50.23131
[315,]  9.580639 50.22389
[316,]  9.580830 50.22015
[317,]  9.586341 50.22394
[318,]  9.592039 50.22398
[319,]  9.597940 50.22029
[320,]  9.609169 50.22412
[321,]  9.620599 50.22422
[322,]  9.620419 50.22795
